Sample_ID,Plot_ID,Site_ID,Date,Treatment,Subplot,Patch,Elevation,Precip_mm,Temp_C,ANPP,Surf_R,Crust_R,Crust_Rcode,Crust_b,Crust_S,Crypt_Cov,Crypt_CovCode,Erosion_cov,Deposited_Cov,Foliage_cov,Basal_cov,Litter _cov,Litter_class,litter_origin,Litter_inc,Litter_dpth,Litter_complex,Texture,Plant_R,Stability_ind,Infiltration_ind,Nutrient_ind,Foliage_Cover_<0.5,Logs_<0.5,Compost,Rock,Bare_soil,Fol_cov_Shrub_>0.5m ,FC_Tree>0.5m high,FC_ Other_ >0.5m ,dist_Tree,Bare_rock,Foliage_Cov_all,MIR_HUM,MIR_POC,MIR_ROC,MIR_TOC,MIR_TN,MIR_C_N,P_mg_Kg,pH,EC _microS_cm,Total_PLFA,Gram_pos_bact_comm,Gram_neg_baterial_comm,General_bacteria_comm,Actinobacteria_comm,Fungi_comm,Protozoa_comm,arbuscular_myc_comm,Fungi_Bact,Litter_totalwt,Sticks_bark,Leaves_treeshrubs,Leaves_und,Coarse_frass,Fine_frass,Seed_fruits_gms,Richness_reprod,Abund_fruits,Abundance_inverts,Invert_richness,abund_inver_m3,invert_R_m3,AB,BG,CB,N/AG,PHO,XYL,LAP,well_wieght,Ala,Ara,Arg,Asp,Mal,Raf,Suc,H2O,Xyl,reads.fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_OrchidMycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_OrchidMycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_OrchidMycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,reads.bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic,moisture_%
567DO,567,IslandBend,24.02.19,Rehab,D,O,1060,837.13,9.11,421.51,3,2,6.66,4,4,10,2,4,3,3,1,20,2,1,1.3,25,2.6,2,0,66.49038462,35.93283582,20,0,0,0,15,55,0,10,0,3.5,70,10,0.12,0.16,0.13,0.68,0.033842886,20.09284879,5.856143198,8.75,66.2,6.306320634,0.735067292,1.03079418,0.937194212,0.357014853,0.541516602,0.332574092,0.219387276,0.232684116,187,24,21,0,10,5.1,0,0,0,0,0,0,0,25.6,96.6,12.6,6.1,39.5,10.9,73.6,0.339166667,0.669027948,0.779561633,0.826256697,0.877466879,0.935663354,0.895285142,0.710184589,0.58166801,0.766277438,37679,471,564.0059524,4.127598296,17,24,1,16,7,23.25,28.08333333,1,37,7.166666667,2.490239211,1.27574824,0,2.341184751,1.633599095,0.005518922,0.184418005,0.000931766,0.005375573,0.002580275,34052,3452,4211.734043,7.247344245,1064,575,1305.457286,672.4401709,6.006708432,5.409567908,0.374752895,0.211616304,0.96
567DT,567,IslandBend,24.02.19,Rehab,D,T,1060,837.13,9.11,421.51,4,2,6.66,4,4,10,2,4,3,3,1,55,4,1.5,1.7,31,10.2,2,0,71.29807692,51.97761194,40,0,0,0,15,20,0,40,0,0,35,40,0.6,0.69,0.34,2.07,0.143479278,14.42717044,9.244660128,7.95,89.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,413,94,32,0,47,36,0.8,1,5,1,1,4,4,27.2,123.5,18.6,8.8,57.5,18.4,123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.44
568AO,568,IslandBend,24.02.19,Rehab,A,O,1060,837.94,9.10,421.48,4,3,3.33,4,4,7,2,4,3,2,1,60,4,1.5,1.7,35,10.2,2,0,65.69711538,45.76492537,40,0,10,0,10,13,0,50,0,1,23,50,1.33,1.54,0.8,4.51,0.29820354,15.12389828,19.23135416,7.3,157.6,37.26647878,3.181486138,6.374109046,5.540000547,1.323673582,8.542477468,0.612961741,1.511749097,0.682487463,459,96,20,0,43,50,0.5,1,8,0,0,0,0,42.9,185.6,26.2,35.1,75.3,16.6,46.9,0.225416667,0.419810155,0.58445798,0.63907981,0.627431342,0.651720523,0.638814671,0.645155737,0.515346888,0.638276774,33947,609,759.3210526,4.498640784,10,26,1,18,10,34.5,76,1,22,14,2.176185662,2.226443033,0,1.696587483,1.0310968,0.001075115,0.029529817,0.000645069,0.055905963,0.017703555,21246,3094,3605.485997,7.054470085,1283,424,1479.44843,480.6722222,6.107290167,5.350369129,0.540384072,0.116398381,2.93
568AT,568,IslandBend,24.02.19,Rehab,A,T,1060,837.94,9.10,421.48,3,2,6.66,0,0,0,0,4,4,1,1,95,5,1.5,2,32,15,2,0,73.17567568,55.76612903,48.71794872,0,15,0,5,0,0,55,0,0,5,55,1.01,1.05,0.75,3.4,0.240247603,14.15206627,15.27455014,7.8,161.5,21.75376844,1.684004209,3.711532442,2.867736202,0.879593279,5.856560882,0.432400759,0.601760653,0.836424312,687,160,34,0,92,79,0.9,1,14,1,1,4,4,32.1,127.1,13,25.9,111.9,16.7,196.8,0.246666667,0.611074547,0.775666846,0.875404648,0.911510063,0.961449144,0.937613471,0.891175135,0.53160905,0.699411428,37012,782,1081.813559,4.604295224,4,44,1,25,12,4.25,47.6,1,45.25,13.5,1.320888343,1.671524358,0,1.859141564,1.230683495,0.000573394,0.194452408,7.16743E-05,0.027952982,0.013546445,37406,3341,4156.384615,7.155223797,1290,490,1594.989712,582.9158416,6.124061599,5.42342913,0.504330227,0.147980796,3.36
568BO,568,IslandBend,24.02.19,Rehab,B,O,1060,837.94,9.10,421.48,3,2,6.66,4,4,3,2,4,4,3,2,58,4,1.5,1.7,27,10.2,2,2,73.70192308,51.97761194,40,20,8,0,12,5,0,60,1,0.6,17,61,2.83,2.74,1.49,8.7,0.552038776,15.75976251,38.19208532,6.87,115.5,23.05003821,1.635203691,4.828067784,2.913876443,0.900877749,4.800153484,0.379828625,0.892450962,0.583699631,655,71,18,2,55,45,0.2,3,6,2,1,8,4,127.3,484.3,98.2,212.9,184,105.1,213.7,0.225416667,0.583262249,0.727044622,0.791094114,0.821256429,0.880872929,0.846712552,0.803917577,0.593493765,0.69297302,26520,761,952.7613636,4.870784713,17,37,1,25,19,47.25,57.25,1,38.5,35.66666667,2.59986146,2.029323234,0,1.801370784,1.090983526,0.002293578,0.10622133,0.000358372,0.0390625,0.026376147,35963,3510,4481.191011,7.139392351,1403,503,1769.114504,613.0401786,6.180205663,5.251219944,0.509837146,0.142050268,11.3
568BT,568,IslandBend,24.02.19,Rehab,B,T,1060,837.94,9.10,421.48,2,2,6.66,0,0,0,0,4,4,4,2,50,4,1.5,1.7,25,10.2,2,2,69.7972973,46.08870968,36.41025641,45,0,0,5,0,0,45,0,0,5,45,1.45,1.38,0.96,4.7,0.313927787,14.97159599,20.63647835,7.73,127.8,19.1644294,1.445342914,3.969437369,2.619632341,0.858065008,3.6854388,0.687467941,0.613996711,0.538076675,327,65,14,2,46,50,0.47,2,9,0,0,0,0,4.4,27.7,8.6,7.1,29.2,4.5,78.3,0.246666667,0.5961351,0.641749285,0.783278641,0.723155598,0.807088424,0.821843596,0.722625044,0.471394153,0.578894331,33575,860,1122.321656,4.885681075,10,50,4,24,14,11.125,68.28571429,6,24.66666667,14.66666667,2.072885667,2.172887132,0.937155853,2.419368424,1.118352972,0.002006881,0.151304472,0.000931766,0.022290711,0.03540711,35231,3408,4239.885116,7.15427027,1264,515,1559.68559,642.7925532,6.085195543,5.419419202,0.477689918,0.162571778,3.99
568CO,568,IslandBend,24.02.19,Rehab,C,O,1060,837.94,9.10,421.48,4,2,6.66,4,4,5,2,4,2,4,2,20,2,1.5,1.3,15,3.9,2,1,64.08653846,42.08955224,27.6744186,5,0,0,30,40,0,25,0,1.9,70,25,0.44,0.65,0.31,2.01,0.132159848,15.20885528,16.95936067,7.99,105.6,21.61792562,2.164718864,3.724917668,3.548583515,1.086498909,3.562690903,0.565210077,0.602079277,0.458305281,61,18,11,0,18,8.4,2,1,30,0,0,0,0,30.2,90,6.8,14.8,76.9,12.7,139.5,0.263854167,0.648642388,0.711390251,0.806986561,0.843496663,0.810792112,0.784473279,0.735476133,0.588017616,0.800202596,31204,499,615.16,4.370551955,5,21,0,21,6,5.5,23,0,21.9,8,1.231488362,1.185000376,0,0.960650606,0.329332074,0.002078555,0.119982798,0,0.12915711,0.031966743,44660,3647,5102.846381,7.104231024,1325,517,1777.466805,742.9764706,5.993578963,5.13898761,0.447566601,0.171655841,1.26
568CT,568,IslandBend,24.02.19,Rehab,C,T,1060,837.94,9.10,421.48,2,2,6.66,0,0,0,0,4,4,2,1,90,5,1.5,1.7,35,12.75,2,0,73.17567568,49.21370968,40.38461538,0,7,0,10,0,0,80,0,0,10,80,1.26,1.23,0.69,4.26,0.245959206,17.31994531,20.55163134,6.47,86.2,20.49831149,1.373700288,4.072540117,3.149697295,0.649985276,4.778387424,0.234845944,0.421122275,0.685596832,864,143,105,0,149,109,1.9,2,14,3,3,12,12,63.5,286.1,43.6,312.8,398.1,20.5,220.2,0.263854167,0.83297652,0.989867546,1.04702041,1.133959175,1.181907861,1.020074996,1.093827216,0.780106919,0.902366855,25360,544,684.7469136,4.412813876,0,34,2,14,8,0,37,2,20,11,0,1.767696813,0.410116318,0.495085181,0.818183173,0,0.209002294,0.00050172,0.045656537,0.007740826,43028,3390,4485.309078,6.929554563,1373,506,1774.21124,661.3137255,6.074300925,5.340590328,0.510778499,0.136966958,4.23
568DO,568,IslandBend,24.02.19,Rehab,D,O,1060,837.94,9.10,421.48,2,2,6.66,0,0,0,0,4,4,3,2,80,5,1.5,1.7,40,12.75,2,1,73.17567568,51.22983871,42.94871795,10,30,0,3,7,0,35,0,1.6,10,35,2.86,2.17,1.92,9.02,0.512476577,17.60080443,21.4120743,7.23,95.4,29.7029219,2.938238679,8.282210466,3.633669693,1.460063141,3.595860756,0.1971874,1.285411661,0.260399742,488,122,41,2,43,28,0.7,3,4,2,2,8,8,39.8,214.5,39.7,48.7,121.4,41.4,291.6,0.263854167,0.853627697,0.950383347,1.032697577,1.097116766,1.163237737,1.114878814,0.903442969,0.755808498,0.993937228,25036,728,876.1732283,4.778457581,12,27,0,23,15,15.125,28.14285714,0,27.9,17,2.303379505,1.516770034,0,1.956471126,1.368334973,0.001791858,0.220685206,0,0.024727638,0.057554472,36610,3378,4228.775524,7.099885283,1240,550,1529.129412,660.8815789,6.074112171,5.307661092,0.434952462,0.216934952,4.89
568DT,568,IslandBend,24.02.19,Rehab,D,T,1060,837.94,9.10,421.48,3,2,6.66,0,0,0,0,4,4,4,1,65,4,1.5,1.7,32,10.2,2,1,69.7972973,46.08870968,36.41025641,3,0,0,30,2,0,25,0,0,32,25,0.66,0.74,0.46,2.61,0.156566665,16.67021525,17.51038109,8.02,90.5,12.61970634,1.315879922,2.614617025,1.726794292,0.631818352,1.673626558,0.230962269,0.569584939,0.326208566,557,169,69,0,32,14.9,0.43,1,5,3,1,12,4,27.9,147.7,19.7,21.5,58,17.4,225.2,0.263854167,0.744281607,0.897696817,0.935529841,0.924122866,0.951258997,0.741675732,0.805121154,0.633902666,0.772808012,31467,670,886.32,4.949503935,2,23,1,22,14,3,36.5,1,26,54.5,0.693147181,1.871961974,0,2.229656066,0.37884316,0.000143349,0.045441514,7.16743E-05,0.036912271,0.031823394,32455,3282,3984.552273,7.176397477,1204,489,1445.509434,587.7842105,6.102223498,5.374906264,0.470818036,0.163042455,1.47
569AO,569,ValveHouse,23.02.19,Rehab,A,O,1040,774.84,8.89,415.19,4,2,6.66,0,0,0,0,4,4,2,4,55,4,1,1.3,25,5.2,3,2,69.7972973,46.08870968,33.84615385,8,30,20,35,2,0,0,0,3,37,0,0.17,0.36,0.15,0.97,0.031205656,31.08410822,10.95485684,8.74,67.2,8.743330002,1.119378807,1.479238969,1.12261077,0.580689188,0.812990103,0.239696174,0.305098159,0.232480442,70,11,0.01,0,10,8.5,0,0,0,0,0,0,0,222.6,1079.1,261,441.9,1977.1,277.3,7.1,0.259375,0.587017619,0.621573672,0.586648453,0.697319736,0.740122689,0.709030764,0.556036302,0.540012399,0.645347845,24601,546,683.5238095,4.40861616,3,24,0,14,14,3,34.66666667,0,14.66666667,20,0.887694276,2.414884645,0,2.305232525,2.002974996,0.000860092,0.013474771,0,0.004085436,0.00415711,34405,3437,4293.059559,7.133827831,992,494,1210.124309,600.8870968,6.003724658,4.794575007,0.338040102,0.20276758,0.84
569AT,569,ValveHouse,23.02.19,Rehab,A,T,1040,774.84,8.89,415.19,3,2,6.66,4,4,3,2,3,3,2,5,25,2,1.5,1.3,8,3.9,3,2,64.08653846,47.68656716,32.3255814,8,0,0,50,14,0,45,0,0,64,45,1.14,0.78,0.74,3.54,0.222538578,15.90735426,19.92973605,8.15,117.5,16.41308572,2.258025505,4.461337622,2.189630224,1.062092187,0.931189673,0.200460652,0.658233975,0.112801149,175,25,0.1,15,11,3.3,1.6,1,28,1,1,4,4,16.1,87.7,2.8,15.5,87.7,12.9,316.2,0.291875,0.78441256,0.941692537,0.909015889,1.075361284,1.039489192,1.055164685,1.074729001,0.658941126,0.813693495,21321,622,736.2586207,4.739533427,13,32,1,15,9,13.66666667,45.5,1,19.5,13.16666667,2.296493849,1.2803855,0,2.197212727,1.49878862,0.003440367,0.144638761,0.001791858,0.00881594,0.001935206,30857,3706,4612.404793,7.293041672,1245,651,1491.68315,817.946281,6.136670217,5.480783828,0.38073049,0.226583828,3.44
569BO,569,ValveHouse,23.02.19,Rehab,B,O,1040,774.84,8.89,415.19,3,2,6.66,0,0,0,0,4,2,4,1,30,3,1,1.3,13,3.9,3,1,59.66216216,35.40322581,20.25641026,3,0,5,27,40,0,0,0,2.1,67,0,2.24,2.32,1.15,7.26,0.437335868,16.60051355,17.27371411,6.17,55.4,44.05023687,5.943273459,10.62401421,5.795811387,2.422585991,5.203004251,0.552774028,0.999739667,0.260348666,37,6.2,1.3,1.5,1,0.6,0.2,1,3,0,0,0,0,62.4,976.5,223.7,356,593.9,118.4,313.3,0.259375,0.652320444,1.054693789,1.138714476,1.143184687,1.101382869,1.205004229,1.094808147,0.490198861,0.969974145,29220,413,513.6544118,4.270749393,3,19,1,6,10,4,22.5,1,16,10.66666667,0.950270539,1.161836168,0,1.497866137,1.905010844,0.000358372,0.046946674,0.00050172,0.000716743,0.003368693,44887,3570,4868.076923,7.053689758,1144,653,1572.197561,864.4556452,5.915698894,5.587038738,0.384354702,0.188270733,3.53
569BT,569,ValveHouse,23.02.19,Rehab,B,T,1040,774.84,8.89,415.19,3,2,6.66,0,0,0,0,4,4,4,1,50,4,1.5,1.7,17,10.2,3,2,69.7972973,48.10483871,36.41025641,10,10,0,40,0,15,50,0,0,40,65,0.56,0.75,0.42,2.32,0.166963953,13.89521482,10.93540326,8.54,87.6,17.44350119,2.180064755,3.97445772,2.368735992,1.079675877,1.395386345,0.333407499,0.702907186,0.18246462,257,56,18,1,41,14,2,2,26,0,0,0,0,3.3,20.3,6.2,9.2,24.1,3,250.1,0.291875,0.805722714,0.815496262,0.913492779,1.00203945,0.932949157,0.861964663,0.685923664,0.53981055,0.667060669,36949,96,110.2222222,2.576307719,0,9,0,2,2,0,10,0,2,2,0,1.056082862,0,0.336495758,0.066079571,0,0.66090883,0,0.001361812,0.017560206,27230,3662,4490.14881,7.324709819,1279,603,1516.783019,721.442623,6.250115346,5.466351655,0.418243434,0.194954344,2.13
569CO,569,ValveHouse,23.02.19,Rehab,C,O,1040,774.84,8.89,415.19,4,3,3.33,4,4,2,2,4,4,5,1,25,2,1,1,15,2,3,2,63.29326923,32.33208955,20.93023256,5,0,3,0,2,0,0,0,2.7,2,0,1.79,1.46,0.75,4.9,0.315871047,15.51265951,40.3938262,6.53,119,19.48294509,2.850222847,4.026287254,3.192045514,1.365132062,1.627330125,0.288611754,0.44357114,0.18916717,95,31,7,0.01,7,4,0.01,1,1,0,0,0,0,17.8,186,48.1,85.1,190.8,18.8,434,0.277708333,0.632900204,0.70461084,0.735022994,0.730085481,0.745942883,0.735286347,0.687134312,0.564539214,0.748737476,28042,503,618.9527027,4.497095984,4,21,3,10,6,4.5,25,3,16,7,1.310783678,1.501159923,1.095077862,1.560613105,1.289494877,0.000645069,0.056622706,0.001218463,0.013618119,0.002508601,45861,3195,4389.6272,6.748311179,1325,412,1724.678832,608.9230769,5.865580487,4.59348495,0.522921962,0.135601996,4.39
569CT,569,ValveHouse,23.02.19,Rehab,C,T,1040,774.84,8.89,415.19,4,2,6.66,4,4,5,2,4,4,5,2,10,2,1.5,1.3,12,3.9,3,1,68.89423077,43.95522388,27.6744186,30,0,0,50,5,0,50,0,0,55,50,0.86,0.88,0.41,3.04,0.191877918,15.84340723,17.74206837,8.04,84.6,18.84681278,2.274109892,4.220017287,2.293568919,0.967693338,1.611102248,0.536366442,0.847074821,0.196792249,229,69,16,11,27,8,0.03,2,2,0,0,0,0,6.1,39.4,11.6,17.7,46.9,5.5,250.1,0.271458333,0.839427114,1.038897646,1.105923051,1.118585583,1.181724455,1.11901716,1.026666696,0.729228562,0.891116873,32647,531,726.3719512,4.398000857,11,25,1,13,10,11.5,109.5,1,68,10.66666667,1.433484623,1.328746711,0,2.44546783,1.890777513,0.007239106,0.055117546,0.000358372,0.001218463,0.004443807,30350,3650,4597.796997,7.227061608,1205,593,1475.459839,749.1116071,6.097401503,5.262491072,0.389249741,0.207191942,1.71
569DO,569,ValveHouse,23.02.19,Rehab,D,O,1040,774.84,8.89,415.19,2,2,6.66,4,4,1,1,4,4,5,1,26,3,1.5,1,11,4.5,3,3,68.89423077,39.47761194,19.76744186,15,0,0,55,3,10,0,0,2.8,58,10,0.19,0.34,0.13,0.95,0.053773358,17.6667411,7.164662512,8.82,51.6,7.827268301,1.050628473,1.335573275,1.087476423,0.576496427,0.470409918,0.261217168,0.305792576,0.149652612,43,0.7,4.2,8,2.4,0.4,0,0,0,0,0,0,0,2,16.8,3.9,10.4,39.4,3.2,162.7,0.277708333,0.698160468,0.898297204,0.942797694,0.995710857,1.038367629,0.981392842,0.861745908,0.604654333,0.915477666,17579,668,798.8139535,5.048692733,25,26,3,17,10,25.9,28.57142857,3,18,10.16666667,2.680228946,1.710415928,0.496914733,2.166004954,1.943081295,0.014764908,0.025372706,0.004013761,0.012112959,0.00315367,37084,3881,5007.085052,7.33296848,1088,699,1377.722488,855.816,6.145344728,5.464932754,0.295302645,0.257883837,1.98
569DT,569,ValveHouse,23.02.19,Rehab,D,T,1040,774.84,8.89,415.19,3,2,6.66,0,0,0,0,4,4,5,1,20,2,1.5,1.7,23,5.1,3,2,63.04054054,37.82258065,23.33333333,10,0,10,55,5,5,35,0,0,60,40,1.41,1.56,0.7,4.88,0.279743895,17.44452724,12.3865505,7.72,154,27.51462586,3.373233391,6.160462803,3.876424455,1.189903383,3.200842282,0.686379667,0.6575411,0.27461455,119,36,16,0.8,34,8.2,0.6,2,13,5,3,20,12,3.4,39.5,11.5,15.9,41.2,6.7,347.5,0.271458333,0.7937886,0.89241916,0.957913776,0.932321577,0.947173714,0.890091494,0.804786804,0.624771292,0.732273727,26963,583,701.9356436,4.669608475,2,26,2,16,10,3,28.5,2,22,14.5,0.693147181,1.986763137,0.500402424,0.838952597,1.872787467,0.000143349,0.02859805,0.000358372,0.021788991,0.003368693,53081,4013,5697.10193,6.982118317,1411,699,1991.740741,890.6812081,5.720084261,5.690546822,0.444601337,0.170902758,4.8
570AO,570,KaiserSandWash,21.02.19,Reference,A,O,1085,1216.53,9.13,442.52,3,2,6.66,0,0,0,0,4,4,3,2,76,5,1.5,2,85,15,3,3,73.17567568,59.7983871,51.28205128,20,15,0,0,0,15,25,0,3.5,0,40,3.12,3.39,2.17,11.17,0.412955896,27.04889336,30.77773489,4.38,54.5,43.55094594,5.956248818,12.05341614,6.24817704,2.616157685,1.462445732,0.489496156,1.017413437,0.068672378,1491,604,110,4,250,307,5.4,4,131,5,3,20,12,5.2,60.5,18.9,36.5,143.3,14.9,20.3,0.403125,0.752702192,0.816690644,0.896795867,0.827064502,0.938332468,0.798026914,0.851833181,0.56811601,0.864852353,33248,419,521.615942,3.541415258,1,31,0,5,8,1,35,0,6,18,0,0.85559184,0,1.160186244,0.862708955,7.16743E-05,0.420011468,0,0.001146789,0.017201835,37125,1934,2383.938202,6.14174208,480,474,603.9302326,561.75,4.400778215,5.133267771,0.3009037,0.296479337,30.85
570AT,570,KaiserSandWash,21.02.19,Reference,A,T,1085,1216.53,9.13,442.52,2,2,6.66,0,0,0,0,4,4,3,2,80,5,1.5,2,35,15,3,2,73.17567568,57.78225806,48.71794872,20,0,0,0,0,0,35,0,0,0,35,2.72,2.44,1.48,8.1,0.35419808,22.86855985,16.26478929,4.66,66.5,25.48178843,2.760292084,7.115465453,4.763242573,1.405335336,1.320514817,0.166377871,0.263879137,0.109143468,775,123,133,0.1,208,142,9.05,2,101,3,2,12,8,35.9,401.4,127,320.6,1196,74.7,30,0.368125,0.879210847,1.038072126,1.130409155,1.135901228,1.189272826,1.133862226,1.007744787,0.76010449,0.952474139,39435,562,791.8850575,4.263273248,3,59,0,9,6,6,68,0,21.5,6,1.098612289,2.470323321,0,1.569423344,0.888733676,0.000215023,0.452336583,0,0.002508601,0.016556766,49887,1599,2139.624567,5.40983423,460,387,671.3142857,493.7936508,3.774548235,4.501749163,0.355925821,0.279252565,19.08
570BO,570,KaiserSandWash,21.02.19,Reference,B,O,1085,1216.53,9.13,442.52,3,2,6.66,0,0,0,0,4,4,3,3,75,4,1.5,2,65,12,3,3,69.7972973,55.76612903,46.15384615,25,0,0,0,0,10,25,0,3.5,0,35,2.04,1.7,1.19,6.38,0.320556103,19.90291231,15.84623352,4.85,41.9,34.81162658,3.341934765,9.182737847,5.827897966,1.49348334,2.002627076,0.420654036,0.648516707,0.128746832,592,286,101,7,124,25,3.7,1,60,0,0,0,0,12.3,268.2,76.6,147.8,537,34.9,30.9,0.403125,0.830729922,0.985084792,1.09092342,1.087369621,0.963763468,1.044947255,0.993913199,0.760695116,0.955173601,22704,470,537.2052632,4.403835392,3,37,0,8,3,6,45.1,0,8.25,3,1.098612289,2.105234723,0,1.82171845,0.070924805,0.000215023,0.222548739,0,0.002795298,0.048451835,39068,1634,2000.960526,5.43998784,443,355,540.1632653,433.3768116,3.703161098,4.390582313,0.363739057,0.252423986,13.29
570BT,570,KaiserSandWash,21.02.19,Reference,B,T,1085,1216.53,9.13,442.52,2,2,6.66,0,0,0,0,4,4,2,1,98,5,1.5,2,100,15,3,1,73.17567568,55.76612903,46.15384615,2,0,0,0,0,5,80,0,0,0,85,2.59,2.67,1.35,8.61,0.430332352,20.00779158,18.59886496,4.91,121.3,49.82420267,4.4741782,10.25719999,9.179413288,2.120123486,9.272420619,1.071828226,0.547334521,0.481054749,1107,719,82,0,187,74,3.3,2,52,10,3,40,12,16.5,456.5,160.6,243.2,920.2,45.1,23.8,0.368125,0.775487191,0.83773799,1.021067924,1.006618016,1.024608295,1.01337641,0.899241804,0.697081325,0.698849545,20389,482,544.4058824,4.247671177,0,33,2,8,4,0,39,2,8.25,4,0,2.158491895,0.295439192,0.245527127,0.216101521,0,0.206923739,0.001648509,0.040352638,0.021287271,43330,1504,1973.621107,5.411777733,517,309,697.2525773,405.3333333,4.344634162,3.926985037,0.363833192,0.314788666,10.83
570CO,570,KaiserSandWash,21.02.19,Reference,C,O,1085,1216.53,9.13,442.52,2,2,6.66,0,0,0,0,4,4,3,2,70,4,1.5,2,83,12,3,2,69.7972973,51.73387097,41.02564103,20,20,0,10,0,5,75,0,2.5,10,80,2.42,2.11,1.32,7.36,0.369409984,19.92366291,22.69918731,5.06,79,34.84646388,3.336868181,9.48394634,6.133966536,1.447149398,3.166748038,0.304956905,0.438213798,0.20211197,634,298,90,6,90,67,9.2,2,130,5,2,20,8,9.7,135.9,39.4,48.1,167.7,17.7,64.6,0.402291667,0.589476086,0.790149203,0.728573061,0.639041839,0.912615185,1.072669111,1.349209196,0.669635076,0.873194348,38730,629,859.1276596,4.351299616,2,59,2,14,9,3,64.04166667,2,18,11.25,0.693147181,2.279119609,0.610864302,2.296677592,1.381304269,0.000143349,0.381163991,0.000716743,0.00415711,0.007669151,25236,1545,1860.375445,5.462479416,523,287,610.7056075,329.8148148,4.393394192,3.94173074,0.40553516,0.220935706,12.6
570CT,570,KaiserSandWash,21.02.19,Reference,C,T,1085,1216.53,9.13,442.52,2,2,6.66,0,0,0,0,4,4,1,1,99,5,1.5,2,78,15,3,2,73.17567568,55.76612903,46.15384615,2,0,0,0,5,0,85,0,0,5,85,1.65,1.06,0.86,4.26,0.250892868,16.9793587,14.97102657,5.58,40.2,25.29598462,2.861605556,5.718765291,4.67434285,1.364708824,2.734736938,0.495003629,0.324836754,0.252589306,1309,944,135,0,84,49,5.1,5,64,13,6,52,24,16.6,104.2,10.8,22.8,73.5,17.7,52.2,0.350208333,0.532484991,0.709777251,0.70150443,0.740238606,0.97729599,0.942953508,1.303840153,0.713520764,0.652659297,37764,462,622.5704225,3.991883023,0,54,0,5,5,0,62.33333333,0,5.25,5,0,2.450840867,0,1.546598686,0.943489945,0,0.454200115,0,0.000788417,0.008027523,32499,2160,2694.595721,5.80763014,766,437,932.6,505.2816092,4.742893394,4.650110192,0.379271392,0.243951803,7.69
570DO,570,KaiserSandWash,21.02.19,Reference,D,O,1085,1216.53,9.13,442.52,2,2,6.66,0,0,0,0,4,4,2,1,80,5,1.5,2,68,15,3,3,73.17567568,55.76612903,46.15384615,20,0,0,0,0,5,80,0,3.5,0,85,2.09,1.33,1.19,5.73,0.295255879,19.40689551,12.75752627,5.48,42.6,25.2633459,2.607205807,5.737439621,4.420586477,1.152940567,2.300002549,0.267382865,0.382714239,0.223797894,651,318,65,0.1,156,69,4.4,1,100,0,0,0,0,32.9,368.4,127.6,287.3,3139.2,22.8,52.1,0.402291667,0.479674036,0.557064714,0.48863743,0.632202737,0.678414012,0.68070564,0.656956143,0.494425226,0.544983201,24558,488,604.16,4.417568607,4,30,0,9,8,10,34.9,0,11.25,11,1.386294361,1.807926684,0,1.958315276,1.21648093,0.000286697,0.212586009,0,0.001863532,0.016485092,55558,2347,3243.568075,5.961236749,642,520,917.0727273,702.75625,4.458034865,4.990923636,0.335357244,0.249835263,8.79
